Sequence id 	Synonyms	Description 	EC number 	WT expr 1	WT expr 2	CLA50 expr 1	CLA50 expr 2	Fold change	q-value	"significant +, q <0.0005"
SCLAV1251 	his3	Phosphoribosyl-AMP cyclohydrolase 	3.5.4.19	59	66	61	62	0.981	1.09E-01	no
SCLAV1253 		Hypothetical protein		183	181	186	181	1.008	1.84E-01	no
SCLAV1254 		Cytochrome P450 monooxygenase 107L14 		55	60	127	133	2.25	4.90E-04	yes
SCLAV1255 		Imidazole glycerol phosphate synthase subunit hisF 	4.1.3.-	44	38	44	44	1.081	1.88E-01	no
SCLAV1256 		"Putative translation initiation inhibitor, yjgF family "		83	85	69	73	0.849	1.63E-03	no
SCLAV1257 	his4	Phosphoribosyl isomerase A 	5.3.1.16	85	98	82	87	0.922	3.21E-02	no
SCLAV1258 	hisH	Putative amidotransferase HisH 	2.4.2.-	133	146	121	126	0.886	5.85E-03	no
SCLAV1260 	his7	Imidazoleglycerol-phosphate dehydratase 	4.2.1.19	76	70	72	74	0.993	1.56E-01	no
SCLAV1261 	his8	Histidinol-phosphate aminotransferase 	2.6.1.9	152	156	155	163	1.031	1.90E-01	no
SCLAV1262 	hisD	histidinol dehydrogenase 	1.1.1.23	99	112	69	72	0.666	8.76E-04	no
SCLAV1263 		Membrane-associated oxidoreductase 		195	208	152	142	0.733	4.90E-04	no
SCLAV1265 		Hypothetical protein		51	51	46	41	0.861	7.63E-03	no
SCLAV1266 		Peptidase S16 		99	103	80	86	0.821	1.28E-03	no
SCLAV1267 		Putative transcriptional regulatory protein 		23	23	20	24	0.95	1.09E-01	no
SCLAV1268 		Putative membrane protein 		35	44	43	39	1.033	1.81E-01	no
SCLAV1269 		ABC transporter integral membrane transport protein 		65	68	48	54	0.76	2.19E-03	no
SCLAV1270 		ABC transporter ATP-binding protein 		82	93	71	69	0.798	3.16E-03	no
SCLAV1271 		DUF88 domain containing protein		44	41	34	28	0.733	3.66E-03	no
SCLAV1273 	dnaE	DNA polymerase III subunit alpha 	2.7.7.7	158	160	117	120	0.745	4.90E-04	no
SCLAV1274 		Conserved hypothetical protein		544	508	303	297	0.57	4.90E-04	no
SCLAV1275 		Putative membrane protein 		59	57	60	76	1.166	1.88E-01	no
SCLAV1276 		DSBA oxidoreductase 		141	153	191	217	1.389	2.63E-03	no
SCLAV1277 		alkaline phosphatase 	3.1.3.1	28	24	11	16	0.523	3.16E-03	no
SCLAV1278 		Dienelactone hydrolase 		81	83	128	123	1.525	4.90E-04	yes
SCLAV1279 		MscS mechanosensitive ion channel		85	97	42	56	0.534	8.76E-04	no
SCLAV1280 	fabG	3-oxoacyl-ACP reductase 		57	66	85	108	1.565	1.53E-02	no
SCLAV1281 		Sodium/proton antiporter 		32	26	22	18	0.704	7.63E-03	no
SCLAV1282 		Pseudouridine synthase 	5.4.99.12	80	68	73	83	1.056	1.88E-01	no
SCLAV1283 	lspA	lipoprotein signal peptidase 	3.4.23.36	37	40	67	65	1.718	4.90E-04	yes
SCLAV1284 		DNA-binding protein 		93	98	178	172	1.836	4.90E-04	yes
SCLAV1285 		Putative isoleucyl-tRNA synthetase 	6.1.1.5	68	78	38	38	0.519	6.56E-04	no
SCLAV1287 		DivIVA family protein		240	236	429	422	1.79	4.90E-04	yes
SCLAV1288 		Predicted integral membrane protein		340	334	628	548	1.746	4.90E-04	yes
SCLAV1289 		DUF552 domain containing protein		279	281	428	433	1.539	4.90E-04	yes
SCLAV1290 		alanine racemase domain protein 		79	92	63	70	0.781	3.66E-03	no
SCLAV1291 		Cu-oxidase_4 domain containing protein		95	87	63	70	0.733	1.19E-03	no
SCLAV1292 	ftsZ	Cell division protein ftsZ 		139	118	107	128	0.913	4.50E-02	no
SCLAV1294 		Cell division septal protein FtsQ 		69	81	48	42	0.602	1.03E-03	no
SCLAV1295 	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase 	2.4.1.227	93	93	65	58	0.66	4.90E-04	no
SCLAV1296 		Putative cell division protein FtsW 		91	96	69	68	0.735	5.79E-04	no
SCLAV1297 	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase 	6.3.2.9	80	64	66	68	0.93	6.92E-02	no
SCLAV1298 	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase 	2.7.8.13	47	50	53	44	1.006	1.56E-01	no
SCLAV1299 		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase 	6.3.2.10	57	63	59	61	1.006	1.56E-01	no
SCLAV1300 	murE	"Putative UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase "	6.3.2.13	54	56	51	51	0.927	1.53E-02	no
SCLAV1301 		Cell division protein FtsI/penicillin-binding protein  	2.4.1.129	63	66	71	71	1.1	1.56E-01	no
SCLAV1302 		Septum formation initiator		43	48	37	44	0.889	3.21E-02	no
SCLAV1303 		S-adenosyl-L-methionine-dependent methyltransferase mraW 	2.1.1.-	31	30	38	31	1.119	1.90E-01	no
SCLAV1305 		plant-type carbonic anhydrase 	4.2.1.1	51	57	56	53	1.02	1.81E-01	no
SCLAV1306 		Putative regulatory protein 	3.6.3.-	95	93	97	119	1.144	1.88E-01	no
SCLAV1307 		Putative membrane protein 		72	71	66	71	0.959	4.50E-02	no
SCLAV1308 		Putative membrane protein 		82	94	57	64	0.686	1.28E-03	no
SCLAV1309 		Putative membrane protein 		379	363	674	626	1.752	4.90E-04	yes
SCLAV1310 		Methyltransferase 		43	46	27	39	0.745	1.04E-02	no
SCLAV1311 		Hypothetical protein		245	227	96	91	0.396	4.90E-04	no
SCLAV1312 		ABC transporter ATP-binding protein 		84	93	52	54	0.602	4.90E-04	no
SCLAV1313 		ABC-2 type transporter 		62	67	50	38	0.684	2.63E-03	no
SCLAV1314 		TetR-family transcriptional regulator 		174	174	133	145	0.799	7.86E-04	no
SCLAV1315 		Putative membrane protein 		47	56	67	69	1.31	2.21E-02	no
SCLAV1316 		Putative phytoene dehydrogenase 		341	353	156	163	0.46	4.90E-04	no
SCLAV1317 		Putative membrane protein 		183	191	195	207	1.075	1.56E-01	no
SCLAV1318 		Methylenetetrahydrofolate reductase 	1.5.1.20	103	127	114	137	1.09	1.90E-01	no
SCLAV1319 	thiE	Thiamine-phosphate pyrophosphorylase 	2.5.1.3	82	86	85	85	1.01	1.81E-01	no
SCLAV1320 		Transcriptional regulatory protein  		1254	1102	1413	1294	1.149	4.50E-02	no
SCLAV1321 		Ferredoxin reductase 		120	124	107	111	0.893	2.63E-03	no
SCLAV1322 		Hypothetical protein		65	62	71	72	1.132	6.92E-02	no
SCLAV1323 		Putative glycine oxidase 	1.4.3.19	110	141	171	170	1.361	1.04E-02	no
SCLAV1325 	thiG	Thiazole biosynthesis protein thiG 		57	58	97	106	1.766	4.90E-04	yes
SCLAV1326 		Serine/threonine-protein kinase PK-1 	2.7.11.1	380	376	173	182	0.469	4.90E-04	no
SCLAV1327 	nfo	Endonuclease IV 	3.1.21.2	99	98	68	80	0.755	1.28E-03	no
SCLAV1328 		oxidoreductase molybdopterin binding 		98	91	71	70	0.744	8.76E-04	no
SCLAV1329 		Bacterioferritin 		69	73	213	228	3.113	4.90E-04	yes
SCLAV1330 		Fer2_BFD domain containing protein		101	111	113	107	1.039	1.88E-01	no
SCLAV1331 	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase 	2.5.1.54	138	146	151	158	1.09	1.09E-01	no
SCLAV1332 		Anthranilate synthase 		63	67	59	66	0.951	6.92E-02	no
SCLAV1333 	pfkA	6-phosphofructokinase 	2.7.1.11	60	62	37	40	0.638	4.90E-04	no
SCLAV1334 		two-component system sensor kinase 		94	101	65	74	0.714	9.98E-04	no
SCLAV1335 		Two-component system sensor kinase 		109	100	68	82	0.715	1.63E-03	no
SCLAV1336 		1-acylglycerol-3-phosphate O-acyltransferase 	2.3.1.51	56	53	48	45	0.847	5.85E-03	no
SCLAV1337 		acylglycerol lipase (EC:3.1.1.23)	3.1.1.1	161	167	371	389	2.324	4.90E-04	yes
SCLAV1338 		Hypothetical protein		169	172	214	228	1.294	5.79E-04	no
SCLAV1339 		Endonuclease/exonuclease/phosphatase 		66	69	44	48	0.688	7.86E-04	no
SCLAV1340 	glkA	Glucose kinase 	2.7.1.2	87	86	83	89	0.992	1.56E-01	no
SCLAV1341 		Hypothetical protein		228	225	269	265	1.18	4.90E-04	yes
SCLAV1342 		Ion transporting ATPase 	3.6.3.16	99	100	65	78	0.72	1.19E-03	no
SCLAV1343 		Cyclase/dehydrase 		80	88	92	94	1.11	1.81E-01	no
SCLAV1344 		Metallophos domain containing protein		58	66	52	42	0.754	5.85E-03	no
SCLAV1345 		Putative long chain fatty acid:CoA ligase 	6.2.1.3	152	157	206	208	1.341	4.90E-04	yes
SCLAV1346 		Cholesterol oxidase 		115	118	106	114	0.947	2.21E-02	no
SCLAV1347 		Glycosyl transferase 		101	111	84	85	0.796	1.28E-03	no
SCLAV1348 		Integral membrane protein 		100	86	66	70	0.734	2.19E-03	no
SCLAV1349 		Hypothetical protein		154	141	110	112	0.751	7.86E-04	no
SCLAV1350 		Putative NLP/P60-family secreted protein 		64	67	51	53	0.793	1.28E-03	no
SCLAV1351 		NLP/P60-family protein 		183	184	596	622	3.329	4.90E-04	yes
SCLAV1352 		DUF901 domain containing protein		101	118	83	82	0.755	2.19E-03	no
SCLAV1353 		Hypothetical protein		431	438	414	402	0.94	1.28E-03	no
SCLAV1354 		Integral membrane protein 		80	79	67	68	0.844	9.98E-04	no
SCLAV1355 		Putative transcriptional regulator 		156	153	207	192	1.289	9.98E-04	no
SCLAV1356 		Hypothetical protein		129	143	141	135	1.015	1.81E-01	no
SCLAV1357 		Sensor protein 		95	102	89	93	0.922	1.53E-02	no
SCLAV1358 		Two component system response regulator 		45	42	36	42	0.903	3.21E-02	no
SCLAV1359 		integral membrane transporter 		53	61	48	49	0.854	1.04E-02	no
SCLAV1360 		glycerate kinase 	2.7.1.31	51	59	39	54	0.852	3.21E-02	no
SCLAV1361 		Putative aminotransferase 		31	34	27	30	0.882	3.21E-02	no
SCLAV1363 	trpD	Anthranilate phosphoribosyltransferase 	2.4.2.18	104	101	88	78	0.811	2.19E-03	no
SCLAV1364 		cytochrome B subunit 		119	110	137	151	1.255	7.63E-03	no
SCLAV1365 		Ubiquinol-cytochrome c reductase iron-sulfur subunit 		63	66	84	84	1.298	8.76E-04	no
SCLAV1366 	qcrC	Cytochrome C heme-binding subunit 		102	93	117	121	1.224	5.85E-03	no
SCLAV1367 	cox	Probable cytochrome c oxidase subunit 3 	1.9.3.1	131	145	182	182	1.318	8.76E-04	no
SCLAV1368 		Two-component system response regulator 		65	69	93	102	1.457	1.19E-03	no
SCLAV1369 		putative secreted protein 		58	63	33	33	0.545	4.90E-04	no
SCLAV1370 		Integral membrane protein 		123	122	139	137	1.126	1.28E-03	no
SCLAV1371 	cox1a	Probable cytochrome c oxidase subunit 1-alpha 	1.9.3.1	128	137	161	151	1.18	1.04E-02	no
SCLAV1372 		Cytochrome c oxidase subunit 2 	1.9.3.1	154	175	233	242	1.443	5.79E-04	no
SCLAV1373 		Aminotransferase 		55	54	18	30	0.447	8.76E-04	no
SCLAV1374 		Carbohydrate kinase 	2.7.1.20	86	92	28	27	0.313	4.90E-04	no
SCLAV1376 		Putative membrane protein 		102	100	67	92	0.786	7.63E-03	no
SCLAV1377 		Iron-sulfur cluster assembly accessory protein 		448	430	826	813	1.865	4.90E-04	yes
SCLAV1378 		Quinolinate synthetase A 		219	206	95	96	0.449	4.90E-04	no
SCLAV1379 		alpha/beta hydrolase		69	83	63	65	0.837	1.04E-02	no
SCLAV1380 		Integral membrane efflux protein 		133	141	224	210	1.588	4.90E-04	yes
SCLAV1381 		Two-component system response regulator 		60	65	47	52	0.793	3.16E-03	no
SCLAV1382 		Two-component system sensor kinase 		92	91	46	38	0.454	4.90E-04	no
SCLAV1383 		Hypothetical protein		1085	937	819	811	0.806	1.63E-03	no
SCLAV1384 		Phage shock protein A 		1649	1404	1435	1360	0.915	1.53E-02	no
SCLAV1385 		Integral membrane protein 		245	250	223	233	0.923	2.63E-03	no
SCLAV1386 		Putative methyltransferase 		148	137	104	115	0.769	1.03E-03	no
SCLAV1387 		ABC transporter 		132	138	107	134	0.894	2.21E-02	no
SCLAV1388 	sprJ	Putative secreted serine protease 		21	18	12	10	0.579	4.42E-03	no
SCLAV1389 		Hypothetical protein		164	161	108	104	0.652	4.90E-04	no
SCLAV1390 		Hypothetical protein		174	180	109	113	0.628	4.90E-04	no
SCLAV1391 		putative conserved protein 		247	251	167	180	0.696	4.90E-04	no
SCLAV1392 		Hypothetical protein		134	131	144	153	1.122	2.21E-02	no
SCLAV1393 	cobU	Putative adenosylcobinamide kinase/adenosylcobinamide phosphate guanylyltransferase 	2.7.1.156 2.7.7.62	43	45	26	26	0.594	5.79E-04	no
SCLAV1394 	cobT	Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase 	2.4.2.21	138	154	148	149	1.015	1.84E-01	no
SCLAV1395 		Putative integral membrane protein 		37	37	21	20	0.555	4.90E-04	no
SCLAV1396 	cobS	cobalamin (5''''-phosphate) synthase 	2.7.8.26	41	47	25	24	0.556	9.98E-04	no
SCLAV1397 	ampA	Probable cytosol aminopeptidase 	3.4.11.1	42	43	24	34	0.686	4.42E-03	no
SCLAV1398 		Dihydrolipoyl dehydrogenase 	1.8.1.4	341	341	243	247	0.718	4.90E-04	no
SCLAV1399 		Dihydrolipoyllysine-residue succinyltransferase 	2.3.1.61	229	225	178	173	0.774	4.90E-04	no
SCLAV1400 		GntR-family transcriptional regulator 		42	42	51	52	1.231	5.85E-03	no
SCLAV1401 		2-oxoacid dehydrogenase subunit E1 	1.2.4.1	122	105	289	283	2.527	4.90E-04	yes
SCLAV1402 		Putative MerR-family transcriptional regulator 		32	36	44	45	1.31	2.21E-02	no
SCLAV1403 		Putative DeoR-family transcriptional regulator 		100	98	90	95	0.935	1.53E-02	no
SCLAV1404 		Short chain dehydrogenase 		47	46	30	31	0.651	6.56E-04	no
SCLAV1405 		Hypothetical protein		40	35	47	46	1.237	6.92E-02	no
SCLAV1406 		Acetyltransferase 		27	26	40	37	1.441	7.63E-03	no
SCLAV1407 		Putative NAD dependent epimerase/dehydratase family protein 		155	159	103	139	0.773	4.42E-03	no
SCLAV1408 		Oxidoreductase 		37	30	43	48	1.355	6.92E-02	no
SCLAV1409 		regulatory protein 		49	55	56	53	1.05	1.88E-01	no
SCLAV1410 	lipB	lipoyl(octanoyl) transferase lipB	2.3.1.181	128	139	115	116	0.865	3.16E-03	no
SCLAV1411 	lipA	Lipoyl synthase 	2.8.1.8	285	257	316	295	1.128	6.92E-02	no
SCLAV1413 		Hypothetical protein		106	92	822	788	8.135	4.90E-04	yes
SCLAV1414 		Integral membrane protein 		764	689	1273	1185	1.691	4.90E-04	yes
SCLAV1415 		Putative membrane protein 		314	300	324	314	1.039	1.84E-01	no
SCLAV1416 	glnA1	Glutamine synthetase 1 	6.3.1.2	119	130	874	817	6.781	4.90E-04	yes
SCLAV1418 		Hypothetical protein		77	88	77	71	0.897	2.21E-02	no
SCLAV1420 		Hypothetical protein		99	98	130	138	1.368	5.79E-04	no
SCLAV1421 		Hypothetical protein		107	109	100	95	0.901	3.66E-03	no
SCLAV1424 	hemC	Porphobilinogen deaminase 2 	2.5.1.61	94	101	101	121	1.135	1.88E-01	no
SCLAV1425 		GCN5-related N-acetyltransferase 		109	109	77	84	0.738	6.56E-04	no
SCLAV1426 		MOSC domain protein beta barrel domain protein 		159	160	138	138	0.865	4.90E-04	no
SCLAV1427 		Hypothetical protein		268	273	119	126	0.453	4.90E-04	no
SCLAV1428 		putative arsenate reductase 	1.20.4.1	128	125	93	102	0.774	8.76E-04	no
SCLAV1429 		Putative oxidoreductase 		116	125	121	118	0.992	1.56E-01	no
SCLAV1431 	glnA	Glutamine synthetase 2 	6.3.1.2	156	151	668	655	4.308	4.90E-04	yes
SCLAV1433 		Putative regulatory protein 		86	88	149	155	1.747	4.90E-04	yes
SCLAV1434 		integral membrane protein 		118	136	107	113	0.865	7.63E-03	no
SCLAV1435 		Hypothetical protein		44	52	43	42	0.887	3.21E-02	no
SCLAV1436 		"Transcriptional regulator, LysR family "		86	93	60	61	0.675	5.79E-04	no
SCLAV1437 		Glucose 1-dehydrogenase IV 		46	46	47	44	0.992	1.56E-01	no
SCLAV1438 		reductase 		135	135	113	119	0.86	1.03E-03	no
SCLAV1439 		integral membrane protein 		108	113	86	81	0.758	7.86E-04	no
SCLAV1440 		putative two-component system sensor kinase 		92	94	73	82	0.833	3.16E-03	no
SCLAV1441 		Putative two-component system response regulator 		86	92	105	107	1.189	5.85E-03	no
SCLAV1442 		alpha-N-acetylglucosaminidase 		164	169	186	172	1.076	1.81E-01	no
SCLAV1443 		Putative tetR-family transcriptional regulator 		56	62	76	97	1.466	3.21E-02	no
SCLAV1444 		Putative alpha-amylase 		76	78	54	64	0.769	2.63E-03	no
SCLAV1446 	amy	Alpha-amylase 	3.2.1.1	113	104	53	67	0.555	6.56E-04	no
SCLAV1447 		"Carbohydrate ABC transporter substrate-binding protein, CUT1 family "		86	80	37	44	0.486	4.90E-04	no
SCLAV1448 		Transport systems inner membrane protein 		69	74	28	32	0.419	4.90E-04	no
SCLAV1449 		Carbohydrate ABC transporter membrane protein 		71	65	29	27	0.412	4.90E-04	no
SCLAV1450 		putative alpha-glucosidase 	3.2.1.20	39	36	24	24	0.641	1.19E-03	no
SCLAV1451 		Putative LacI-family transcriptional regulator 		29	38	29	24	0.786	2.21E-02	no
SCLAV1452 		integral membrane protein 		292	293	144	160	0.521	4.90E-04	no
SCLAV1453 		Alkaline d-peptidase 		36	41	29	35	0.845	2.21E-02	no
SCLAV1454 		ADP-ribose pyrophosphatase 		90	94	42	45	0.471	4.90E-04	no
SCLAV1456 		NUDIX hydrolase		54	52	34	45	0.742	5.85E-03	no
SCLAV1457 		Transcriptional regulator 		46	43	14	14	0.315	4.90E-04	no
SCLAV1458 		Hypothetical protein		59	61	27	23	0.42	4.90E-04	no
SCLAV1461 		Putative mutT-like protein 		125	124	94	91	0.742	4.90E-04	no
SCLAV1463 		Twin-arginine translocation pathway signal 		80	70	32	33	0.44	4.90E-04	no
SCLAV1467 		amidohydrolase family protein 		35	38	42	31	0.987	1.56E-01	no
SCLAV1468 		putative amino acid permease 		40	41	27	21	0.606	1.28E-03	no
SCLAV1469 		tetracycline repressor 		69	52	55	56	0.915	6.92E-02	no
SCLAV1470 		Putative glutamate-ammonia-ligase adenylyltransferase 	2.7.7.42	59	62	50	43	0.766	3.16E-03	no
SCLAV1471 		Pyridoxamine-phosphate oxidase 		29	36	30	32	0.957	1.09E-01	no
SCLAV1473 		Glutamine synthetase 	6.3.1.2	162	161	242	242	1.496	4.90E-04	yes
SCLAV1474 		Membrane protein 		97	102	138	147	1.43	4.90E-04	yes
SCLAV1475 		Secreted protein 		28	35	35	46	1.281	1.88E-01	no
SCLAV1476 		CBS domain-containing protein 		38	43	29	38	0.824	2.21E-02	no
SCLAV1479 		Putative multicopper oxidase 		66	66	54	50	0.79	1.28E-03	no
SCLAV1480 	nadE	NH(3)-dependent NAD(+) synthetase 	6.3.5.1	146	154	78	87	0.553	4.90E-04	no
SCLAV1481 	staP	Putative membrane protein 		41	39	40	49	1.12	1.90E-01	no
SCLAV1482 	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase 	2.1.2.11	283	304	398	421	1.395	4.90E-04	yes
SCLAV1483 		Putative ABC transporter ATP-binding protein 		254	309	367	410	1.382	4.42E-03	no
SCLAV1484 		ABC transporter transmembrane protein 		80	79	84	89	1.084	1.81E-01	no
SCLAV1485 		putative AfsR-like transcriptional regulator		50	47	56	60	1.19	6.92E-02	no
SCLAV1486 		Putative AfsR-like transcriptional regulator 		66	63	75	73	1.144	3.21E-02	no
SCLAV1487 		membrane protein 		68	61	109	95	1.588	2.19E-03	no
SCLAV1488 		Hypothetical protein		51	52	65	64	1.246	2.19E-03	no
SCLAV1489 		NADPH-dependent F420 reductase 		60	69	100	111	1.628	1.03E-03	no
SCLAV1491 		Hypothetical protein		86	82	103	92	1.164	1.09E-01	no
SCLAV1492 		Putative permease of the major facilitator superfamily 		138	143	194	195	1.389	4.90E-04	yes
SCLAV1494 		Methionine aminopeptidase 	3.4.11.18	52	60	81	75	1.392	5.85E-03	no
SCLAV1495 	hmuO	heme oxygenase 	1.14.99.3	71	68	85	85	1.225	2.19E-03	no
SCLAV1496 		Phenazine biosynthesis PhzC/PhzF protein 		49	49	71	54	1.285	1.81E-01	no
SCLAV1497 		putative secreted protein 		69	70	67	59	0.917	2.21E-02	no
SCLAV1498 		putative secreted protein 		66	58	39	50	0.712	4.42E-03	no
SCLAV1499 		putative secreted protein 		53	62	37	42	0.686	2.63E-03	no
SCLAV1500 		Binding-protein-dependent transport lipoprotein 		61	69	46	62	0.835	2.21E-02	no
SCLAV1501 		Putative FecCD-family membrane transport protein 		79	79	66	86	0.966	1.09E-01	no
SCLAV1502 	hmuV	Putative iron ABC transporter ATP-binding protein 	3.6.3.34	70	68	45	44	0.65	4.90E-04	no
SCLAV1503 		FTR1 domain containing protein		58	67	62	61	0.979	1.09E-01	no
SCLAV1504 		bifunctional DNA primase/polymerase		328	346	360	362	1.071	3.21E-02	no
SCLAV1505 		TetR family transcriptional regulator 		90	86	74	72	0.83	1.19E-03	no
SCLAV1506 		Amidinotransferase 		58	66	66	72	1.111	1.88E-01	no
SCLAV1507 		ribosomal small subunit Rsm22		73	81	55	59	0.743	1.28E-03	no
SCLAV1509 		major facilitator superfamily permease 		38	43	50	50	1.237	6.92E-02	no
SCLAV1510 		Putative alkaline phosphatase 		72	74	73	84	1.066	1.90E-01	no
SCLAV1511 		putative dehydrogenase 		62	58	44	30	0.619	2.63E-03	no
SCLAV1513 		Predicted hydrolase or acyltransferase of alpha/beta superfamily 		85	96	191	212	2.219	4.90E-04	yes
SCLAV1514 		Serine protease 2 		45	43	34	43	0.877	3.21E-02	no
SCLAV1515 		DUF397 domain containing protein		202	184	374	360	1.905	4.90E-04	yes
SCLAV1516 		DNA-binding protein 		359	376	560	563	1.528	4.90E-04	yes
SCLAV1517 		Possible kanamycin regulatory protein 		37	34	29	23	0.732	5.85E-03	no
SCLAV1518 		"Peptidase C45, acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase "	2.3.1.164	58	56	52	52	0.911	1.04E-02	no
SCLAV1519 		Twin-arginine translocation pathway signal 	1.11.1.10	65	54	63	73	1.141	1.90E-01	no
SCLAV1520 		putative zinc-binding dehydrogenase 		53	56	81	87	1.539	7.86E-04	no
SCLAV1521 		sugar ABC transporter permease protein 		49	58	71	70	1.326	1.53E-02	no
SCLAV1522 		"Carbohydrate ABC transporter membrane protein 1, CUT1 family "		95	99	112	138	1.293	6.92E-02	no
SCLAV1523 		Putative multiple sugar ABC transporter solute-binding protein 		98	116	139	162	1.408	1.04E-02	no
SCLAV1524 		DeoR family transcriptional regulator 		221	242	344	367	1.536	4.90E-04	yes
SCLAV1525 		RNA polymerase sigma factor 		57	51	77	74	1.399	2.19E-03	no
SCLAV1526 		Hypothetical protein		121	129	147	152	1.195	3.16E-03	no
SCLAV1527 		MerR-family transcriptional regulator 		50	48	86	87	1.77	4.90E-04	yes
SCLAV1528 		Hypothetical protein		46	44	53	54	1.191	3.21E-02	no
SCLAV1529 	rnr	ribonuclease R 		27	33	30	35	1.071	1.84E-01	no
SCLAV1530 		DUF328 domain containing protein		129	139	148	146	1.098	1.09E-01	no
SCLAV1532 	kdgA	KHG/KDPG aldolase 	4.1.2.14 4.1.3.16	119	123	111	130	0.997	1.56E-01	no
SCLAV1533 		"Integrase, catalytic region "		86	97	71	79	0.818	4.42E-03	no
SCLAV1534 		bifunctional RNase H/acid phosphatase 		70	76	82	81	1.122	1.56E-01	no
SCLAV1535 		"Zn-ribbon protein, possibly nucleic acid-binding"		68	71	87	89	1.268	1.19E-03	no
SCLAV1536 		NGG1-interacting factor 3		94	93	123	124	1.314	4.90E-04	yes
SCLAV1537 		PAT1 domain containing protein		88	82	75	78	0.899	7.63E-03	no
SCLAV1538 		Putative short chain dehydrogenase 		73	86	86	98	1.162	1.84E-01	no
SCLAV1539 		Putative zinc-binding dehydrogenase 	1.1.1.284	80	94	98	107	1.176	1.56E-01	no
SCLAV1540 		putative MaoC-like dehydratase		114	104	122	128	1.142	4.50E-02	no
SCLAV1541 		two-component system response regulator 		63	60	62	62	1.01	1.81E-01	no
SCLAV1543 		major facilitator superfamily permease		103	100	101	106	1.021	1.84E-01	no
SCLAV1544 	ltp1	Putative lipid-transfer protein 	2.3.1.16	116	114	114	122	1.026	1.88E-01	no
SCLAV1545 		Putative secreted protein 		52	54	51	46	0.915	3.21E-02	no
SCLAV1546 		Integral membrane protein 		83	87	103	103	1.214	1.63E-03	no
SCLAV1547 		Tryptase 		59	60	55	51	0.883	1.04E-02	no
SCLAV1549 		FMN-dependent monooxygenase 		121	136	100	97	0.771	1.19E-03	no
SCLAV1550 		Hypothetical protein		80	75	78	82	1.033	1.88E-01	no
SCLAV1551 		Methyltransferase 		89	95	72	87	0.863	1.53E-02	no
